nacres.code	nacres.description.fr	nacres.description.en	ceda.code	ceda.description	ceda.ef.kg.co2e.per.euro	ceda.uncertainty.attr.kg.co2e.per.euro	ceda.uncertainty.80pct.kg.co2e.per.euro	ademe.code	ademe.description	ademe.ef.kg.co2e.per.euro	ademe.uncertainty.attr.kg.co2e.per.euro	ademe.uncertainty.80pct.kg.co2e.per.euro	useeio.code	useeio.description	useeio.ef.kg.co2e.per.euro	useeio.uncertainty.attr.kg.co2e.per.euro	useeio.uncertainty.80pct.kg.co2e.per.euro	per1p5macro.ef.kg.co2e.per.euro	per1p5macro.uncertainty.attr.kg.co2e.per.euro	per1p5macro.uncertainty.80pct.kg.co2e.per.euro	meso.code	meso.description	meso.ef.kg.co2e.per.euro	meso.uncertainty.kg.co2e.per.euro	micro.code	micro.description	micro.ef.kg.co2e.per.euro	micro.uncertainty.kg.co2e.per.euro	method	per1p5.ef.kg.co2e.per.euro	per1p5.uncertainty.attr.kg.co2e.per.euro	per1p5.uncertainty.80pct.kg.co2e.per.euro	uncertainty.groupby	module	category	scope.source.v4	scope.source.v5
NC58	ELECTROPHYSIOLOGIE CONVENTIONNELLE (PATCH CLAMP) : MATERIEL ET ACCESSOIRES	CONVENTIONAL ELECTROPHYSIOLOGY (PATCH CLAMP): EQUIPMENT AND ACCESSORIES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
NC59	ELECTROPHYSIOLOGIE CONVENTIONNELLE : CONSOMMABLES DEDIES AUX INSTRUMENTS	CONVENTIONAL ELECTROPHYSIOLOGY : CONSUMABLES FOR INSTRUMENTS						ADEME38	Consommables de bureau - Petites fournitures	0.37	0.0	0.296	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.26	0.15	0.208									macro	0.26	0.15	0.208	NB62	purchases	consumables	9	4.1
NC61	GENIE CHIMIQUE : REACTEURS	CHEMICAL ENGINEERING: REACTORS						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.34	0.32	0.272									macro	0.34	0.32	0.272	UC24	purchases	lab.equipment	10	4.2
NC62	GENIE CHIMIQUE : EQUIPEMENTS DE PURIFICATION	CHEMICAL ENGINEERING: PURIFICATION EQUIPMENT						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.34	0.32	0.272									macro	0.34	0.32	0.272	UC24	purchases	lab.equipment	10	4.2
NC63	GENIE CHIMIQUE : AUTRES EQUIPEMENTS	CHEMICAL ENGINEERING: OTHER EQUIPMENT						ADEME25	Machines et equipements	0.7	0.0	0.5599999999999999	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.34	0.32	0.272									macro	0.34	0.32	0.272	UC24	purchases	lab.equipment	10	4.2
NC64	GENIE CHIMIQUE : ACCESSOIRES ET CONSOMMABLES	CHEMICAL ENGINEERING: ACCESSORIES AND CONSUMABLES						ADEME20	Meubles et autres biens manufactures	0.5	0.0	0.4	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.28	0.21	0.224									macro	0.28	0.21	0.224	NB62	purchases	lab.equipment	9	4.1
NC71	CHIMIE : APPAREILS D'ANALYSE ELEMENTAIRE (CHNS-O, AOX, TN, TS,... )	CHEMISTRY: BASIC ANALYSIS EQUIPMENT (CHNS-O, AOX, TN, TS,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192	MSB21	Shimadzu	0.2	0.16					meso	0.2	0.16	0.16	UG22	purchases	lab.equipment	10	4.2
NC72	CHIMIE : ANALYSEURS DE MERCURE	CHEMISTRY: MERCURY ANALYSERS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192									macro	0.24	0.16	0.192	UG22	purchases	lab.equipment	10	4.2
NC73	CHIMIE : APPAREILS DE SPECIATION (DU MERCURE,_x001A_)	CHEMISTRY: SPECIATION DEVICES (MERCURY,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192									macro	0.24	0.16	0.192	UG22	purchases	lab.equipment	10	4.2
NC74	CHIMIE : ANALYSEURS DES SELS NUTRITIFS (SILICATE, PHOSPHATE, NITRATE,...)	CHEMISTRY: NUTRIENT SALT ANALYSERS (SILICATE, PHOSPHATE, NITRATE,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192									macro	0.24	0.16	0.192	UG22	purchases	lab.equipment	10	4.2
NC75	CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'EAU	CHEMISTRY: OTHER WATER ANALYSIS INSTRUMENTS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192									macro	0.24	0.16	0.192	UG22	purchases	lab.equipment	10	4.2
NC76	CHIMIE : AUTRES INSTRUMENTS D'ANALYSE DE L'ENVIRONNEMENT	CHEMISTRY : OTHER ENVIRONMENTAL ANALYSIS INSTRUMENTS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516	Analytical laboratory instruments	0.08	0.0	0.064	0.24	0.16	0.192									macro	0.24	0.16	0.192	UG22	purchases	lab.equipment	10	4.2
NC81	CHIMIE ET PHYSICO-CHIMIE : EQUIPEMENTS DE TESTS PHARMACEUTIQUES	CHEMISTRY AND PHYSICAL CHEMISTRY: PHARMACEUTICAL TEST EQUIPMENT						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334516 / 334510	Analytical laboratory instruments / Electromedical appartuses	0.1	0.02	0.08000000000000002	0.27	0.17	0.216									macro	0.27	0.17	0.216	NB62	purchases	lab.equipment	10	4.2
ND01	MICROPIPETTES MONO ET MULTICANALES : MAINTECE - VERIFICATION - REPARATION	SINGLE AND MULTICHANNEL MICROPIPETTES : MAINTENANCE - CHECKING - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND02	VERRERIE SOUFFLEE : REPARATION	BLOWN GLASSWARE : REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	327200	Glass and glass products	0.88	0.0	0.7040000000000001	0.64	0.25	0.512									macro	0.64	0.25	0.512	ND02	purchases	maintenance	9	4.5
ND03	BALANCES POUR LA CHIMIE ET BIOLOGIE : MAINTECE - REPARATION - VERIFICATION	BALANCES FOR CHEMISTRY AND BIOLOGY: MAINTENANCE - REPAIR - CHECKING						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND04	CENTRIFUGEUSES : MAINTECE - REPARATION - VERIFICATION	CENTRIFUGES: MAINTENANCE - REPAIR - CHECKING						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND05	AUTRE MATERIEL DE PAILLASSE COURANT : MAINTECE - VERIFICATION - REPARATION	OTHER COMMON BENCH-TOP EQUIPMENT: MAINTENANCE - CHECKING - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND11	CHAMBRES ET AUTRES MACHINES THERMIQUES : MAINTECE - REPARATION	CHAMBERS AND OTHER THERMAL MACHINES : MAINTENANCE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND12	INCUBATEURS ET INCUBATEURS A CO2 : MAINTECE - REPARATION	INCUBATORS AND CO2 INCUBATORS : MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND13	STERILISATEURS : MAINTECE - REPARATION - CONTR_x001A_LE	STERILISERS: MAINTENANCE - REPAIR - CONTROL						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND14	AUTRE MATERIEL COURANT DE LABO : REPARATION _x001A_ MAINTECE - CALIBRATION	OTHER COMMON LAB EQUIPMENT : REPAIR - MAINTENANCE - CALIBRATION						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND21	MATERIEL DE SEPARATION/PURIFICATION DES MOLECULES : MAINTECE - REPARATION	MOLECULE SEPARATION/PURIFICATION EQUIPMENT : REPAIR - MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND31	MATERIEL DE DETECTION POUR LA BIO. MOL. : MAINTECE REPARATION	DETECTION EQUIPMENT FOR BIO. MOL. DETECTION EQUIPMENT : MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND32	SEQUENCEURS ET ANALYSEURS GENETIQUES : MAINTECE - REPARATION	GENE SEQUENCERS AND ANALYSERS : MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND41	THERMOCYCLEURS ET AUTOMATES DE SYNTHESE : MAINTECE - REPARATION	THERMOCYCLERS AND AUTOMATIC SYNTHESIZERS : MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND51	AUTRES ROBOTS ET AUTOMATES : MAINTECE - REPARATION	OTHER ROBOTS AND AUTOMATS : MAINTENANCE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND52	CYTOMETRIE, COMPTAGE ET TRI CELLULAIRE : MAINTECE - REPARATION	CYTOMETRY, COUNTING AND CELL SORTING : MAINTECE - REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND53	AUTRES EQUIPEMENTS DE BIOLOGIE CELLULAIRE : MAINTECE - REPARATION	OTHER CELL BIOLOGY EQUIPMENT : REPAIR AND MAINTENANCE						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND54	EQUIPEMENTS DE GENIE CHIMIQUE : REPARATION ET MAINTECE	CHEMICAL ENGINEERING EQUIPMENT : REPAIR AND MAINTENANCE						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
ND55	AUTRE MATERIEL SPECIFIQ. DE CHIMIE ET PHYSICO-CHIMIE : MAINTECE, REPARATION	OTHER SPECIFIC CHEMISTRY AND PHYSICO-CHEMISTRY EQUIPMENT CHEMISTRY AND PHYSICAL CHEMISTRY EQUIPMENT: MAINTENANCE, REPAIR						ADEME07	Reparation et installation de machines et d'equipements	0.39	0.0	0.3120000000000001	811300 / 811200	Commercial machinery repair / Electronic  equipment repair and maintenance	0.15	0.06	0.12	0.22	0.15	0.176									macro	0.22	0.15	0.176	WB11	purchases	maintenance	9	4.5
NE01	BIOLOGIE : SERVICES DE SEQUENCAGE BAS DEBIT ET SERVICES CONNEXES	BIOLOGY: LOW-SPEED SEQUENCING AND RELATED SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE02	BIOLOGIE : SERVICES DE SEQUENCAGE HAUT DEBIT ET SERVICES CONNEXES	BIOLOGY: HIGH-SPEED SEQUENCING AND RELATED SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE03	BIOLOGIE : SERVICES DE GENOTYPAGE ET SERVICES CONNEXES	BIOLOGY: GENOTYPING AND RELATED SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE04	BIOLOGIE : AUTRES SERVICES D'ANALYSE GENETIQUE	BIOLOGY: OTHER GENETIC ANALYSIS SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE11	BIOLOGIE CELLULAIRE : SERVICES DE CYTOMETRIE EN FLUX ET DE TRI CELLULAIRE	CELL BIOLOGY: FLOW CYTOMETRY AND CELL SORTING SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168									macro	0.21	0.03	0.168	XC25	purchases	services	9	4.5
NE12	BIOLOGIE CELLULAIRE : AUTRES SERVICES	CELL BIOLOGY: OTHER SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168									macro	0.21	0.03	0.168	XC25	purchases	services	9	4.5
NE21	BIOLOGIE ET CHIMIE : SERVICES D'ANALYSES PAR CHROMATOGRAPHIE (HPLC_x001A_)	BIOLOGY AND CHEMISTRY: CHROMATOGRAPHIC ANALYSIS SERVICES (HPLC...)						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE22	BIOLOGIE : AUTRES SERVICES D'ANALYSES BIOLOGIQUES ET BIOCHIMIQUES	BIOLOGY: OTHER BIOLOGICAL AND BIOCHEMICAL ANALYSIS SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE23	CHIMIE : AUTRES SERVICES D'ANALYSE CHIMIQUE	CHEMISTRY: OTHER CHEMICAL ANALYSIS SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
NE24	GENIE CHIMIQUE : SERVICES D'ETUDES DE PROCEDES	CHEMICAL ENGINEERING: PROCESS DESIGN SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168									macro	0.21	0.03	0.168	XC25	purchases	services	9	4.5
NE25	CHIMIE ET BIOLOGIE : AUTRES SERVICES	CHEMISTRY AND BIOLOGY: OTHER SERVICES						ADEME05 / ADEME30	Services (imprimerie, publicite, architecture et ingenierie, maintenance multi-technique des batiments, gardiennage, nettoyage, securite, agence de voyage, autres services aux entreprises) / Recherche et developpement	0.21	0.06	0.168	541700	Scientific research and development	0.21	0.0	0.168	0.21	0.03	0.168	MLD2	Eurofins	0.07	0.056					meso	0.07	0.06	0.05600000000000001	XC25	purchases	services	9	4.5
OA01	OPTO : LENTILLES ET SYSTEMES DE LENTILLES	OPTO : LENSES AND LENS SYSTEMS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA02	OPTO : MIROIRS	OPTO : MIRRORS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA03	OPTO : RESEAUX (DIFFRACTION, COMPRESSION,_x001A_)	OPTO : GRATINGS (DIFFRACTION, COMPRESSION,...)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA04	OPTO : LAMES, FENETRES ET CRISTAUX OPTIQUES	OPTO : OPTICAL BLADES, WINDOWS AND CRYSTALS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA05	OPTO : FILTRES OPTIQUES, POLARISATEURS, CUBES ET PRISMES	OPTO : OPTICAL FILTERS, POLARIZERS, CUBES AND PRISMS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA06	OPTO : FIBRES OPTIQUES	OPTO : OPTICAL FIBRES						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA07	OPTO : AUTRES COMPOSANTS OPTIQUES PASSIFS	OPTO : OTHER PASSIVE OPTICAL COMPONENTS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA08	OPTO : MASQUES ET MATERIEL CORONOGRAPHIQUE	OPTO : MASKS AND CORONOGRAPHIC MATERIAL						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	333314	Optical instruments and lenses	0.24	0.0	0.192	0.3	0.09	0.24									macro	0.3	0.09	0.24	OA51	purchases	lab.equipment	10	4.2
OA11	OPTO : CAMERAS UV-VISIBLE	OPTO : UV-VISIBLE CAMERAS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334300 / 339113	Audio and video equipment / Surgical appliance and supplies	0.85	0.76	0.68	0.58	0.53	0.464	MOA11	Hamamatsu	0.35	0.28					meso	0.35	0.28	0.28	OA14	purchases	lab.equipment	10	4.2
OA12	OPTO : CAMERAS INFRA-ROUGE	OPTO : INFRARED CAMERAS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334300 / 339113	Audio and video equipment / Surgical appliance and supplies	0.85	0.76	0.68	0.58	0.53	0.464	MOA11	Hamamatsu	0.35	0.28					meso	0.35	0.28	0.28	OA14	purchases	lab.equipment	10	4.2
OA13	OPTO : CAMERAS A RAYONS X	OPTO : X-RAY CAMERAS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334300 / 339113	Audio and video equipment / Surgical appliance and supplies	0.85	0.76	0.68	0.58	0.53	0.464	MOA11	Hamamatsu	0.35	0.28					meso	0.35	0.28	0.28	OA14	purchases	lab.equipment	10	4.2
OA14	OPTO : OPTIQUE POUR CAMERAS	OPTO : OPTICS FOR CAMERAS						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	334300 / 339113	Audio and video equipment / Surgical appliance and supplies	0.85	0.76	0.68	0.58	0.53	0.464	MOA11	Hamamatsu	0.35	0.28					meso	0.35	0.28	0.28	OA14	purchases	lab.equipment	10	4.2
OA15	OPTO : DETECTEURS ET AUTRE MATERIEL D'OPTOELECTRONIQUE (HORS CAMERAS)	OPTO : DETECTORS AND OTHER OPTOELECTRONIC EQUIPMENT (EXCEPT CAMERAS)						ADEME26	Produits informatiques, electroniques et optiques	0.4	0.0	0.3200000000000001	339113	Surgical appliance and supplies	0.32	0.0	0.256	0.32	0.08	0.256	MOA11	Hamamatsu	0.35	0.28					meso	0.35	0.28	0.28	OA15	purchases	lab.equipment	10	4.2
